horizon,mse,tcp_pos_error_m,cube_pos_error_m,joint_abs_error,n
1,0.10320471972227097,0.01345997117459774,0.017178891226649284,0.012181002646684647,1166
2,0.08935723453760147,0.022824164479970932,0.029585963115096092,0.020341547206044197,1131
5,0.11944946646690369,0.04935977980494499,0.0641806349158287,0.04526247829198837,1026
10,0.747865617275238,0.14129085838794708,0.15042820572853088,0.12050321698188782,851
20,2541.108154296875,5.0336127281188965,5.089290142059326,5.217693328857422,539
